,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
663,Donde NECHE,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Para llevar

Consumo en el lugar
    Aspectos destacados

Deportes
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Mascotas

Se permiten perros",4.7,25.0,$,Bar,Accesible con silla de ruedas,,,Comuna Doce de Octubre Bares,,"a 104d-58 Carrera 76, 104d-32, Medellín, Antioquia",6.304682,-75.5736482
664,El parche de la curva,"Información  Qué ofrece

Alcohol
    Servicios

Sanitario
    Pagos

Tarjetas de débito",5.0,18.0,$ 10.000-20.000,Bar,,,,Comuna Doce de Octubre Bares,317 8036596 ,"Cra. 80 #101A 10, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.3006284,-75.5795907
665,Addict's Cóctals & Shots,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.2,75.0,$$,Bar,,,,Comuna Doce de Octubre Bares,,"Cra. 83 #10220, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3038321,-75.582051
666,Mai Thai Bar,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Lugar para bailar

Vino
    Opciones del local

Se permiten alimentos de otro lugar

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito",5.0,30.0,,Bar,,"6 .,3 .",https://instagram.com/mai_thaiking?igshid=YmMyMTA2M2Y=,Comuna Doce de Octubre Bares,301 3470003 ,"Cl. 96 #83-154, Picacho, Medellín, Doce de Octubre, Medellín, Antioquia",6.2957304,-75.5844762
667,Yagé Bar,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.4,594.0,$ 20.000-30.000,Bar,No accesible con silla de ruedas,"6 pm.,6 .",https://www.facebook.com/yage.bar/,Comuna Doce de Octubre Bares,304 5860845 ,"Cra 68 #96-27, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2914515,-75.5720509
668,Micheladas Space,"Información  Opciones de servicio

Retiros en la puerta

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",5.0,1.0,,Bar,,,https://www.instagram.com/micheladas.space/?hl=es-la,Comuna Doce de Octubre Bares,,"Cra. 82g, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.2998319,-75.5816196
669,Bar la 95,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",3.9,23.0,,Bar,,"3 pm.,6 .",,Comuna Doce de Octubre Bares,,"Cra. 72 #72 - 5, Castilla, Medellín, Doce de Octubre, Medellín, Antioquia",6.2907341,-75.5753887
670,Discoteca Brutal Medellin,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito",4.2,740.0,$$,Discoteca,,"6 pm.,6 .",http://www.instagram.com/discotecabrutal,Comuna Doce de Octubre Discotecas,300 2994747 ,"Carrera 70, Cq. 2 #19, Medellín, Antioquia",6.2455152,-75.5894044
671,Otra Noche Club Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.8,38.0,,Discoteca,No accesible con silla de ruedas,"9 pm.,6 .",,Comuna Doce de Octubre Discotecas,302 8544277 ,"Cl. 92 #50-13, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2832089,-75.55808
672,Emporium discoteca vip,"Información  Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.3,221.0,$$,Discoteca,,,https://www.facebook.com/1142930342454711/posts/3555108747903513/,Comuna Doce de Octubre Discotecas,323 4579838 ,"Cra 49B #90-112, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2829347,-75.5574928
673,Bar La Gran Esquina del Boulevard,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Solo dinero en efectivo",4.3,170.0,,Bar,,"6 pm.,6 .",https://www.instagram.com/bargranesquina/,Comuna Doce de Octubre Discotecas,301 5743067 ,"Cr 68, Cl. 96 #67-60, Medellín, Antioquia",6.2911553,-75.5719313
674,Bar Nela,"Información  Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Karaoke

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Grupos
    Pagos

Tarjetas de crédito

Tarjetas de débito",5.0,1.0,,Discoteca,,,,Comuna Doce de Octubre Discotecas,,"Calle 102 #83-07, Cl. 102 #83-11, Medellín, Antioquia",6.3038201,-75.5822712
675,Discoteca Hollywood Club,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Bucle magnético de asistencia

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas en hora feliz

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de débito",4.5,20.0,Más de $100 K,Discoteca,Accesible con silla de ruedas,"9 pm.,6 .",,Comuna Doce de Octubre Discotecas,300 3515058 ,"Cra. 52 #33-40, Obrero, Medellín, Bello, Antioquia",6.3216692,-75.5590036
676,Discoteca Éxtasis Cocktails Club,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.2,211.0,$$,Discoteca,No accesible con silla de ruedas,"9 pm.,6 .",https://m.facebook.com/profile.php?id=100013393777082,Comuna Doce de Octubre Discotecas,301 5180142 ,"a 44-46, Cl 20E #44-18, Bello, Antioquia",6.3089732,-75.5544325
677,Nanchos Disco,"Información  Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.0,100.0,$,Discoteca,,,,Comuna Doce de Octubre Discotecas,,"Cra. 72 #20e-47, Paris, Bello, Antioquia",6.3116316,-75.5785693
678,crossover video taberna la oficina,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",3.9,28.0,,Discoteca,,"9 .,6 .",,Comuna Doce de Octubre Discotecas,319 7407683 ,"Cl. 94 #68A-25, Castilla, Medellín, Castilla, Medellín, Antioquia",6.2887488,-75.5735315
679,Discoteca La Timotea,"Información  Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.3,78.0,,Club nocturno,,"6 pm.,12 .",https://gastrobar.pro/pdv/?biz=-NHU8DG9ZSOFNAvpzktn,Comuna Doce de Octubre Discotecas,321 3285879 ,"Cl. 92 #50A-16, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2835437,-75.5587025
680,Cinemas Procinal,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,11402.0,,Cine,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.procinal.com.co/,Comuna Doce de Octubre Cines,312 8924981 ,"Cl. 71 #65 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2709874,-75.5768982
681,Encorto Taller Audiovisual,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante",5.0,15.0,,Cine,No accesible con silla de ruedas,,https://encortotaller.wixsite.com/encortotaller,Comuna Doce de Octubre Cines,320 6640124 ,"Girardot, Medellín, Castilla, Medellín, Antioquia",6.2973839,-75.5674409
682,Cinemas Procinal Centro Comercial Aventura,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,5890.0,,Cine,Accesible con silla de ruedas,,http://www.procinal.com/,Comuna Doce de Octubre Cines,44442244 ,"#65- a, Cra. 55 #65172, Bombona II, Medellín, Antioquia",6.2638889,-75.5672222
683,Cinemas Procinal Terminal del Sur,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.3,974.0,,Cine,Accesible con silla de ruedas,"3 pm.,6 .",http://www.terminaldelsur.com/,Comuna Doce de Octubre Cines,43059701 ,"Entrada A La CL8B #8B-91, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2159528,-75.5868726
684,Cine Colombia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.6,12170.0,,Cine,Accesible con silla de ruedas,"12 pm.,6 .",https://www.cinecolombia.com/,Comuna Doce de Octubre Cines,,"Calle 30A # 82A-26 Centro Comercial Los Molinos, Medellín, Antioquia",6.2323639,-75.6035507
685,Procinal - Parque Fabricato,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.4,1234.0,,Cine,Accesible con silla de ruedas,,,Comuna Doce de Octubre Cines,,"Cra. 50 #38-185, La Estacion, Bello, Antioquia",6.3252346,-75.558231
