,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon,bayesian_mean,Comuna
1675,Arrabal - San Javier,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Comida

Comida en el bar

Lugar para bailar

Vino
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.3,122.0,,Bar restaurante,,"12 pm.,6 .",https://bio.link/arrabal,Comuna San Javier Bares,300 6002251 ,"Cl 42 # 105 - 05, San Javier, Medellín, San Javier, Medellín, Antioquia",6.2555843,-75.6196547,4.277272727272727,San
1676,Mi Palenque Family,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Solo dinero en efectivo

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños
    Estacionamiento

Es un poco difícil encontrar espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.6,910.0,$ 30.000-40.000,Restaurante,,"12 pm.,6 pm.",,Comuna San Javier Bares,323 3356888 ,"Cra. 101a #41-39, San Javier, Medellín, San Javier, Medellín, Antioquia",6.2558188,-75.6172526,4.593478260869565,San
1677,La Duquesa | Parrilla & Cerveza,"Información  Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Barra de ensaladas

Bebidas fuertes

Café

Cerveza

Cócteles

Comida

Comida en el bar

Platos vegetarianos

Vino
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario

Sanitarios unisex

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito
    Menores

Menú para niños",4.7,56.0,,Bar restaurante,,"12 pm.,6 .",,Comuna San Javier Bares,324 5174454 ,"Cra. 109 # 39b - 32 Piso 2, Veinte De Julio, Medellín, San Javier, Medellín, Antioquia",6.2523831,-75.6219924,4.593939393939394,San
1678,Berracas de la 13,"Información  Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Café

Cerveza

Platos vegetarianos
    Opciones del local

Desayunos

Almuerzo

Cena

Servicio de catering

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se requieren reservas

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Sillas altas",4.1,76.0,,Restaurante,,,,Comuna San Javier Bares,318 4938885 ,Calle 35f Medellín Restaurante,6.2487893,-75.6228296,4.088372093023255,San
1679,Q'hubole Restaurante Bar,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas en hora feliz

Bebidas fuertes

Café

Cerveza

Cócteles

Comidas durante la madrugada

Platos vegetarianos

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Es difícil encontrar espacio",4.6,412.0,$ 20.000-30.000,Restaurante mexicano,No accesible con silla de ruedas,"12 pm.,6 .",https://www.instagram.com/qhubole,Comuna San Javier Bares,(604) 4942718 ,"Cra. 99 #47a - 9, San Javier II, Medellín, San Javier, Medellín, Antioquia",6.2577237,-75.6145285,4.585781990521326,San
1680,Trece Food and Licor,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Aspectos destacados

Presentaciones en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comida

Comida en el bar

Comidas durante la madrugada

Vino
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito",4.7,19.0,,Bar restaurante,Accesible con silla de ruedas,"12 .,6 .",,Comuna San Javier Bares,350 3339808 ,"Cra. 109 #38a 24, Veinte De Julio, Medellín, San Javier, Medellín, Antioquia",6.2510006,-75.6215548,4.458620689655173,San
1681,La Bacanería Restaurante Cocina y Bar,"Información  Accesibilidad

Bucle magnético de asistencia

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Asientos en la terraza

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Bebidas en hora feliz

Bebidas fuertes

Café

Cerveza

Comidas en hora feliz

Opciones veganas

Platos vegetarianos
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito
    Mascotas

Se permiten perros",5.0,28.0,$ 30.000-40.000,Restaurante,No accesible con silla de ruedas,"12 pm.,9 pm.",,Comuna San Javier Bares,317 3764048 ,"Cra. 107 #39 -25 Piso 3, Veinte De Julio, Medellín, San Javier, Medellín, Antioquia",6.2520869,-75.6202594,4.7368421052631575,San
1682,Carbón,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Café

Cerveza

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Sillas altas",4.3,333.0,$ 20.000-30.000,Restaurante,,"12 pm.,6 .",,Comuna San Javier Bares,(604) 2297565 ,"42 #101- a, Cl. 19 #101-113, Medellín, Antioquia",6.2557779,-75.616853,4.291253644314868,San
1683,Q'hubole Eventos,"Información  Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito en la calle",4.9,26.0,,Salón para eventos,,,https://qhubole.ola.click/,Comuna San Javier Bares,300 3657171 ,"Cra. 99 #47a 21 int 201, San Javier II, Medellín, San Javier, Medellín, Antioquia",6.2578255,-75.6144927,4.65,San
1685,Discoteca Barú,"Información  Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas en hora feliz

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se requieren reservas

Se aceptan reservas",4.4,17.0,,Discoteca,,"6 pm.,6 .",,Comuna San Javier Discotecas,301 2383044 ,"Cl 39A #109-11 interior 403, Veinte De Julio, Medellín, San Javier, Medellín, Antioquia",6.2514899,-75.6219757,4.251851851851852,San
1686,Mía Bar,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Pagos

Tarjetas de débito
    Estacionamiento

Estacionamiento gratuito

Estacionamiento gratuito en la calle

Servicio de estacionamiento",4.5,21.0,$ 30.000-40.000,Discoteca,,"3 pm.,6 .",,Comuna San Javier Discotecas,301 4700445 ,"Cra. 102 #42 -28, Medellín, San Javier, Medellín, Antioquia",6.2563245,-75.6174005,4.338709677419355,San
1687,San Remo Disco Bar,"Información  Opciones de servicio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.6,11.0,,Bar,,"6 pm.,6 .",https://instagram.com/sanremodisco?utm_medium=copy_link,Comuna San Javier Discotecas,,"Cra. 99 #44 14, El Danubio, Medellín, San Javier, Medellín, Antioquia",6.2567002,-75.6147711,4.314285714285714,San
1690,Arrabal - San Javier,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Comida

Comida en el bar

Lugar para bailar

Vino
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.3,122.0,,Bar restaurante,,"12 pm.,6 .",https://bio.link/arrabal,Comuna San Javier Discotecas,300 6002251 ,"Cl 42 # 105 - 05, San Javier, Medellín, San Javier, Medellín, Antioquia",6.2555843,-75.6196547,4.277272727272727,San
1691,Discoteca The rouse vip 33,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Bucle magnético de asistencia

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.3,117.0,,Club nocturno,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna San Javier Discotecas,318 3311205 ,"Av. 33 #76, Medellín, Belén, Medellín, Antioquia",6.2387725,-75.597874,4.2763779527559045,San
1693,DIVINO vip,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas",3.4,253.0,$$,Discoteca,No accesible con silla de ruedas,"6 .,None",https://instagram.com/discotecaeldivino33?igshid=YmMyMTA2M2Y=,Comuna San Javier Discotecas,324 6586971 ,"Av. 33 #78-58, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2390852,-75.5987872,3.4228136882129276,San
